word,count,type,oxford
crumble,1,verb,other
prescribe,1,verb,c1
process,1,verb,a2
battery,1,noun,b1
slug,1,verb,other
flash,1,verb,b2
creak,1,verb,other
secure,1,verb,b2
seize,1,verb,c1
mess,1,verb,b1
payoff,1,noun,other
conscientious,1,adj,other
limb,1,noun,c1
blacken,1,verb,other
casual,1,adj,b2
pleasant,1,adj,b1
spy,1,verb,c1
pace,1,verb,b2
reputable,1,adj,other
factor,1,verb,a2
cashier,1,noun,other
breakthrough,1,noun,c1
flip,1,verb,other
credit,1,verb,a2
formidable,1,adj,other
perspective,1,noun,b2
spaghetti,1,noun,other
airport,1,noun,a1
bladder,1,noun,other
organ,1,noun,b2
tuition,1,noun,c1
west,1,adj,a1
pipe,1,verb,b1
privacy,1,noun,b2
swim,1,verb,a1
berry,1,noun,other
low,1,adj,a2
peak,1,verb,c1
satisfy,1,verb,b2
massage,1,verb,other
fail,1,verb,a2
gerbil,1,noun,other
savior,1,noun,other
eager,1,adj,c1
suburb,1,noun,b2
heaven,1,noun,b2
interpretation,1,noun,b2
platter,1,noun,other
sober,1,adj,other
occurrence,1,noun,c1
buckle,1,verb,other
nun,1,noun,other
note,1,verb,a1
auto,1,noun,c1
wander,1,verb,b2
earring,1,noun,other
laborer,1,noun,other
reschedule,1,verb,other
zone,1,noun,b2
district,1,noun,b2
deficit,1,noun,c1
trace,1,verb,b2
dictate,1,verb,c1
deploy,1,verb,c1
hatchet,1,noun,other
outrage,1,verb,c1
shakedown,1,noun,other
sucker,1,noun,other
remove,1,verb,a2
sexuality,1,noun,c1
deliver,1,verb,b1
basil,1,noun,other
download,1,verb,a2
apple,1,noun,a1
repute,1,verb,other
agitate,1,verb,other
ski,1,verb,a2
sue,1,verb,c1
interject,1,verb,other
infusion,1,noun,other
headquarters,1,noun,b2
chaos,1,noun,c1
digital,1,adj,a2
deform,1,verb,other
condone,1,verb,other
language,1,noun,a1
impossible,1,adj,a2
aluminum,1,noun,other
replace,1,verb,a2
palate,1,noun,other
arrange,1,verb,a2
strike,1,verb,b2
dice,1,verb,other
repay,1,verb,other
ratio,1,noun,c1
holiday,1,adj,a1
shoemaker,1,noun,other
strip,1,verb,c1
facial,1,adj,other
bash,1,verb,other
toll,1,noun,c1
erode,1,verb,other
registration,1,noun,b2
gabby,1,adj,other
nickname,1,verb,other
stride,1,verb,other
pardon,1,verb,other
shin,1,noun,other
padded,1,adj,other
humming,1,adj,other
faulty,1,adj,other
direction,1,noun,a2
cope,1,verb,b2
stressful,1,adj,other
forsake,1,verb,other
greedy,1,adj,other
prod,1,verb,other
tune,1,verb,b2
sow,1,verb,other
section,1,noun,a1
impeach,1,verb,other
beauty,1,noun,b1
grope,1,verb,other
trend,1,noun,b1
congratulate,1,verb,c1
opposite,1,adj,a1
particle,1,noun,other
donate,1,verb,b1
hammer,1,verb,other
unannounced,1,adj,other
belittle,1,verb,other
monument,1,noun,b2
revolt,1,verb,other
translate,1,verb,b1
designer,1,adj,a2
wide,1,adj,a2
dupe,1,verb,other
personnel,1,noun,c1
freedom,1,noun,b2
net,1,verb,b1
youngest,1,adj,other
shelter,1,verb,b2
glue,1,verb,other
surfboard,1,noun,other
con,1,verb,other
cure,1,verb,b2
occupy,1,verb,b2
writer,1,noun,a1
discussion,1,noun,a2
shade,1,verb,b2
initiative,1,noun,b2
newspaper,1,noun,a1
bankroll,1,verb,other
undress,1,verb,other
zero,1,noun,a2
intense,1,adj,b2
painless,1,adj,other
desire,1,verb,b2
smaller,1,adj,other
deliberate,1,adj,b2
buffalo,1,noun,other
gown,1,noun,other
delivery,1,noun,b2
misfit,1,noun,other
exchange,1,verb,b1
administer,1,verb,c1
repeat,1,verb,a1
gallery,1,noun,a2
commerce,1,noun,c1
spite,1,verb,b2
remarkable,1,adj,b2
cork,1,noun,other
lousy,1,adj,other
bakery,1,noun,other
shot,1,noun,other
elaborate,1,verb,c1
view,1,verb,a2
feast,1,noun,other
pastoral,1,adj,other
mutt,1,noun,other
admission,1,noun,c1
trial,1,noun,b2
swing,1,verb,c1
stereotype,1,verb,c1
inquiry,1,noun,b2
engage,1,verb,b1
coast,1,noun,a2
plane,1,adj,a1
wealth,1,noun,b2
budget,1,verb,b2
promotion,1,noun,b2
exhaustion,1,noun,other
assess,1,verb,b2
patronize,1,verb,other
knight,1,verb,other
remain,1,verb,b1
columnist,1,noun,c1
spare,1,verb,b2
instrumental,1,adj,c1
traumatic,1,adj,other
controversial,1,adj,b2
borrow,1,verb,a2
forfeit,1,verb,other
log,1,verb,c1
design,1,verb,a1
profile,1,noun,a2
capital,1,noun,a1
hardworking,1,adj,other
queue,1,verb,b1
millimeter,1,noun,other
surgeon,1,noun,b2
deem,1,verb,c1
bitter,1,adj,b2
van,1,noun,a2
intrude,1,verb,other
career,1,noun,a1
pitiful,1,adj,other
harden,1,verb,other
leaf,1,noun,b1
abduct,1,verb,other
stain,1,verb,other
plumber,1,noun,other
outstanding,1,adj,b2
ladder,1,noun,b2
former,1,adj,b2
gelding,1,noun,other
meter,1,noun,other
jeans,1,noun,a1
sweater,1,noun,a1
probable,1,adj,b2
tomato,1,noun,a1
ail,1,verb,other
interfere,1,verb,c1
charity,1,noun,a2
canal,1,noun,b2
chuck,1,verb,other
sorrow,1,noun,other
introspective,1,adj,other
flirt,1,verb,other
exclude,1,verb,b2
wick,1,noun,other
staff,1,verb,b1
dash,1,verb,other
anarchist,1,noun,other
tiny,1,adj,b1
wardrobe,1,noun,other
norm,1,noun,b2
extension,1,adj,b2
backwash,1,verb,other
era,1,noun,b2
branch,1,verb,b1
decisive,1,adj,c1
authentic,1,adj,c1
foreseeable,1,adj,other
curse,1,verb,other
advocate,1,verb,c1
star,1,noun,a1
pear,1,noun,other
wiretap,1,noun,other
cat,1,noun,a1
queen,1,noun,a2
protein,1,noun,b2
fan,1,verb,a2
quench,1,verb,other
valley,1,noun,a2
dreamy,1,adj,other
swoop,1,verb,other
illusion,1,noun,b2
strict,1,adj,b2
episode,1,noun,b1
fold,1,verb,b1
math,1,noun,a2
scale,1,verb,b2
ukulele,1,noun,other
port,1,noun,b1
